"渠道","展示名称","配置 ID（保留）","实际 API model ID / 调用标识","固定版本 / 滚动别名","已核对具体版本 / 目录身份","核对日期","核对依据","ID 证据","范围 / 可选状态","说明"
"OpenRouter","Muse Spark 1.1","meta/muse-spark-1.1","meta/muse-spark-1.1","固定性 / 对应版本待确认","meta/muse-spark-1.1-20260709","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Muse Spark 1.2","meta/muse-spark-1.2","meta/muse-spark-1.2","固定性 / 对应版本待确认","meta/muse-spark-1.2-20260805","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Muse Spark 1.2 Contributor","meta/muse-spark-1.2-contributor","meta/muse-spark-1.2-contributor","固定性 / 对应版本待确认","meta/muse-spark-1.2-contributor-20260805","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Muse Spark 1.3","meta/muse-spark-1.3","meta/muse-spark-1.3","固定性 / 对应版本待确认","meta/muse-spark-1.3-20260902","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Muse Spark 1.3 Contributor","meta/muse-spark-1.3-contributor","meta/muse-spark-1.3-contributor","固定性 / 对应版本待确认","meta/muse-spark-1.3-contributor-20260902","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MAI-Image-2.5","microsoft/mai-image-2.5","microsoft/mai-image-2.5","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MAI-Image-2.5 Pro","microsoft/mai-image-2.5-pro","microsoft/mai-image-2.5-pro","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MAI-Image-2.6","microsoft/mai-image-2.6","microsoft/mai-image-2.6","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MAI-Image-2.6 Flash","microsoft/mai-image-2.6-flash","microsoft/mai-image-2.6-flash","固定性 / 对应版本待确认","待确认","2026-09-21","https://openrouter.ai/api/v1/images/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Phi 4","microsoft/phi-4","microsoft/phi-4","固定性 / 对应版本待确认","microsoft/phi-4","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","WizardLM-2 8x22B","microsoft/wizardlm-2-8x22b","microsoft/wizardlm-2-8x22b","固定性 / 对应版本待确认","microsoft/wizardlm-2-8x22b","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax-01","minimax/minimax-01","minimax/minimax-01","固定性 / 对应版本待确认","minimax/minimax-01","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M1","minimax/minimax-m1","minimax/minimax-m1","固定性 / 对应版本待确认","minimax/minimax-m1","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M2","minimax/minimax-m2","minimax/minimax-m2","固定性 / 对应版本待确认","minimax/minimax-m2","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M2-her","minimax/minimax-m2-her","minimax/minimax-m2-her","固定性 / 对应版本待确认","minimax/minimax-m2-her-20260123","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M2.1","minimax/minimax-m2.1","minimax/minimax-m2.1","固定性 / 对应版本待确认","minimax/minimax-m2.1","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M2.5","minimax/minimax-m2.5","minimax/minimax-m2.5","固定性 / 对应版本待确认","minimax/minimax-m2.5-20260211","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M2.7","minimax/minimax-m2.7","minimax/minimax-m2.7","固定性 / 对应版本待确认","minimax/minimax-m2.7-20260318","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","MiniMax M3","minimax/minimax-m3","minimax/minimax-m3","固定性 / 对应版本待确认","minimax/minimax-m3-20260531","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Codestral 2508","mistralai/codestral-2508","mistralai/codestral-2508","固定性 / 对应版本待确认","mistralai/codestral-2508","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Devstral 2 2512","mistralai/devstral-2512","mistralai/devstral-2512","固定性 / 对应版本待确认","mistralai/devstral-2512","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Ministral 3 14B 2512","mistralai/ministral-14b-2512","mistralai/ministral-14b-2512","固定性 / 对应版本待确认","mistralai/ministral-14b-2512","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Ministral 3 3B 2512","mistralai/ministral-3b-2512","mistralai/ministral-3b-2512","固定性 / 对应版本待确认","mistralai/ministral-3b-2512","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Ministral 3 8B 2512","mistralai/ministral-8b-2512","mistralai/ministral-8b-2512","固定性 / 对应版本待确认","mistralai/ministral-8b-2512","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Large","mistralai/mistral-large","mistralai/mistral-large","固定性 / 对应版本待确认","mistralai/mistral-large","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Large 2407","mistralai/mistral-large-2407","mistralai/mistral-large-2407","固定性 / 对应版本待确认","mistralai/mistral-large-2407","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Medium 3","mistralai/mistral-medium-3","mistralai/mistral-medium-3","固定性 / 对应版本待确认","mistralai/mistral-medium-3","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Medium 3.5","mistralai/mistral-medium-3-5","mistralai/mistral-medium-3-5","固定性 / 对应版本待确认","mistralai/mistral-medium-3.5-20260430","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Medium 3.1","mistralai/mistral-medium-3.1","mistralai/mistral-medium-3.1","固定性 / 对应版本待确认","mistralai/mistral-medium-3.1","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Nemo","mistralai/mistral-nemo","mistralai/mistral-nemo","固定性 / 对应版本待确认","mistralai/mistral-nemo","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Saba","mistralai/mistral-saba","mistralai/mistral-saba","固定性 / 对应版本待确认","mistralai/mistral-saba-2502","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Small 3","mistralai/mistral-small-24b-instruct-2501","mistralai/mistral-small-24b-instruct-2501","固定性 / 对应版本待确认","mistralai/mistral-small-24b-instruct-2501","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Small 4","mistralai/mistral-small-2603","mistralai/mistral-small-2603","固定性 / 对应版本待确认","mistralai/mistral-small-2603","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Small 3.1 24B","mistralai/mistral-small-3.1-24b-instruct","mistralai/mistral-small-3.1-24b-instruct","固定性 / 对应版本待确认","mistralai/mistral-small-3.1-24b-instruct-2503","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mistral Small 3.2 24B","mistralai/mistral-small-3.2-24b-instruct","mistralai/mistral-small-3.2-24b-instruct","固定性 / 对应版本待确认","mistralai/mistral-small-3.2-24b-instruct-2506","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Mixtral 8x22B Instruct","mistralai/mixtral-8x22b-instruct","mistralai/mixtral-8x22b-instruct","固定性 / 对应版本待确认","mistralai/mixtral-8x22b-instruct","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Voxtral Small 24B 2507","mistralai/voxtral-small-24b-2507","mistralai/voxtral-small-24b-2507","固定性 / 对应版本待确认","mistralai/voxtral-small-24b-2507","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2 0711","moonshotai/kimi-k2","moonshotai/kimi-k2","固定性 / 对应版本待确认","moonshotai/kimi-k2","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2 0905","moonshotai/kimi-k2-0905","moonshotai/kimi-k2-0905","固定性 / 对应版本待确认","moonshotai/kimi-k2-0905","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2 Thinking","moonshotai/kimi-k2-thinking","moonshotai/kimi-k2-thinking","固定性 / 对应版本待确认","moonshotai/kimi-k2-thinking-20251106","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2.5","moonshotai/kimi-k2.5","moonshotai/kimi-k2.5","固定性 / 对应版本待确认","moonshotai/kimi-k2.5-0127","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2.6","moonshotai/kimi-k2.6","moonshotai/kimi-k2.6","固定性 / 对应版本待确认","moonshotai/kimi-k2.6-20260420","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K2.7 Code","moonshotai/kimi-k2.7-code","moonshotai/kimi-k2.7-code","固定性 / 对应版本待确认","moonshotai/kimi-k2.7-code-20260612","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Kimi K3","moonshotai/kimi-k3","moonshotai/kimi-k3","固定性 / 对应版本待确认","moonshotai/kimi-k3-20260715","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Morph V3 Fast","morph/morph-v3-fast","morph/morph-v3-fast","固定性 / 对应版本待确认","morph/morph-v3-fast","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Morph V3 Large","morph/morph-v3-large","morph/morph-v3-large","固定性 / 对应版本待确认","morph/morph-v3-large","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nex-N2.5-Mini (free)","nex-agi/nex-n2.5-mini:free","nex-agi/nex-n2.5-mini:free","固定性 / 对应版本待确认","nex-agi/nex-n2.5-mini-20260908","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nex-N2.5-Pro (free)","nex-agi/nex-n2.5-pro:free","nex-agi/nex-n2.5-pro:free","固定性 / 对应版本待确认","nex-agi/nex-n2.5-pro-20260907","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Hermes 3 405B Instruct","nousresearch/hermes-3-llama-3.1-405b","nousresearch/hermes-3-llama-3.1-405b","固定性 / 对应版本待确认","nousresearch/hermes-3-llama-3.1-405b","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Hermes 3 70B Instruct","nousresearch/hermes-3-llama-3.1-70b","nousresearch/hermes-3-llama-3.1-70b","固定性 / 对应版本待确认","nousresearch/hermes-3-llama-3.1-70b","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Hermes 4 405B","nousresearch/hermes-4-405b","nousresearch/hermes-4-405b","固定性 / 对应版本待确认","nousresearch/hermes-4-405b","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Nano 30B A3B","nvidia/nemotron-3-nano-30b-a3b","nvidia/nemotron-3-nano-30b-a3b","固定性 / 对应版本待确认","nvidia/nemotron-3-nano-30b-a3b","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Nano Omni (free)","nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free","nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free","固定性 / 对应版本待确认","nvidia/nemotron-3-nano-omni-30b-a3b-reasoning-20260428","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Super","nvidia/nemotron-3-super-120b-a12b","nvidia/nemotron-3-super-120b-a12b","固定性 / 对应版本待确认","nvidia/nemotron-3-super-120b-a12b-20230311","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Super (free)","nvidia/nemotron-3-super-120b-a12b:free","nvidia/nemotron-3-super-120b-a12b:free","固定性 / 对应版本待确认","nvidia/nemotron-3-super-120b-a12b-20230311","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Ultra","nvidia/nemotron-3-ultra-550b-a55b","nvidia/nemotron-3-ultra-550b-a55b","固定性 / 对应版本待确认","nvidia/nemotron-3-ultra-550b-a55b-20260604","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3 Ultra (free)","nvidia/nemotron-3-ultra-550b-a55b:free","nvidia/nemotron-3-ultra-550b-a55b:free","固定性 / 对应版本待确认","nvidia/nemotron-3-ultra-550b-a55b-20260604","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3.5 Content Safety","nvidia/nemotron-3.5-content-safety","nvidia/nemotron-3.5-content-safety","固定性 / 对应版本待确认","nvidia/nemotron-3.5-content-safety-20260604","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3.5 Content Safety (free)","nvidia/nemotron-3.5-content-safety:free","nvidia/nemotron-3.5-content-safety:free","固定性 / 对应版本待确认","nvidia/nemotron-3.5-content-safety-20260604","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3.5 Lightning","nvidia/nemotron-3.5-lightning","nvidia/nemotron-3.5-lightning","固定性 / 对应版本待确认","nvidia/nemotron-3.5-lightning-20260807","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","Nemotron 3.5 Lightning (free)","nvidia/nemotron-3.5-lightning:free","nvidia/nemotron-3.5-lightning:free","固定性 / 对应版本待确认","nvidia/nemotron-3.5-lightning-20260807","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-3.5 Turbo","openai/gpt-3.5-turbo","openai/gpt-3.5-turbo","固定性 / 对应版本待确认","openai/gpt-3.5-turbo","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-3.5 Turbo (older v0613)","openai/gpt-3.5-turbo-0613","openai/gpt-3.5-turbo-0613","固定性 / 对应版本待确认","openai/gpt-3.5-turbo-0613","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-3.5 Turbo 16k","openai/gpt-3.5-turbo-16k","openai/gpt-3.5-turbo-16k","固定性 / 对应版本待确认","openai/gpt-3.5-turbo-16k","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-3.5 Turbo Instruct","openai/gpt-3.5-turbo-instruct","openai/gpt-3.5-turbo-instruct","固定性 / 对应版本待确认","openai/gpt-3.5-turbo-instruct","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4","openai/gpt-4","openai/gpt-4","固定性 / 对应版本待确认","openai/gpt-4","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4 Turbo","openai/gpt-4-turbo","openai/gpt-4-turbo","固定性 / 对应版本待确认","openai/gpt-4-turbo","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4.1","openai/gpt-4.1","openai/gpt-4.1","固定性 / 对应版本待确认","openai/gpt-4.1-2025-04-14","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
"OpenRouter","GPT-4.1 Mini","openai/gpt-4.1-mini","openai/gpt-4.1-mini","固定性 / 对应版本待确认","openai/gpt-4.1-mini-2025-04-14","2026-09-21","https://openrouter.ai/api/v1/models ; https://openrouter.ai/docs/guides/overview/models","exact-id","动态目录候选；仍经运行时能力过滤","canonical_slug 为该渠道永久目录身份；不能由此保证调用 ID 永远固定到该版本或权重不可变。"
