auditList,provider,id,resolvedId,decision,roles,protocol,regions,imageGeneration,imageEditing,maxReferenceImages,providerMaxReferenceImages,resolutions,refineResolutions,aspectRatios,refineAspectRatios,expirationDate,earliestRetirementDate,reason,source
01-existing,ark,doubao-seedream-5-0-pro-260628,doubao-seedream-5-0-pro-260628,covered,image,ark-images,cn-beijing,True,True,1,,1K|2K,1K|2K,16:9,16:9,,,ID 和角色覆盖；产品仅开放 16:9，5.0/4.5 请求仅传分辨率档位，不能据此承诺精确 16:9。 Current flagship image generation and direct-edit model; 1K and 2K; conservative exact 16:9 custom-size mapping,https://docs.volcengine.com/docs/82379/1824121?lang=zh
01-existing,ark,doubao-seedream-5-0-260128,doubao-seedream-5-0-260128,covered,image,ark-images,cn-beijing,True,True,1,,2K|4K,2K|4K,,,,,ID 和角色覆盖；产品仅开放 16:9，5.0/4.5 请求仅传分辨率档位，不能据此承诺精确 16:9。 接口按 2K/4K 档位协商图片尺寸；当前只开放自动比例，实际比例以返回图片为准。,https://docs.volcengine.com/docs/82379/1824121?lang=zh
01-existing,ark,doubao-seedream-4-5-251128,doubao-seedream-4-5-251128,covered,image,ark-images,cn-beijing,True,True,1,,2K|4K,2K|4K,,,,,ID 和角色覆盖；产品仅开放 16:9，5.0/4.5 请求仅传分辨率档位，不能据此承诺精确 16:9。 接口按 2K/4K 档位协商图片尺寸；当前只开放自动比例，实际比例以返回图片为准。,https://docs.volcengine.com/docs/82379/1824121?lang=zh
01-existing,ark,doubao-seedream-4-0-250828,doubao-seedream-4-0-250828,covered,image,ark-images,cn-beijing,True,True,1,,1K|2K|4K,1K|2K|4K,16:9,16:9,,,ID 和角色覆盖；产品仅开放 16:9，5.0/4.5 请求仅传分辨率档位，不能据此承诺精确 16:9。 Previous active image generation and direct-edit model; conservative exact 16:9 custom-size mapping; JPEG output is normalized to PNG,https://api.volcengine.com/api-docs/view?action=ImageGenerations&serviceCode=ark&version=2024-01-01
05-openrouter-text,openrouter,openai/gpt-6-astra,openai/gpt-6-astra,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-6-astra:batch,openai/gpt-6-astra:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-6-astra-pro,openai/gpt-6-astra-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-6-astra-pro:batch,openai/gpt-6-astra-pro:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,inclusionai/ling-3.0-flash-sante:free,inclusionai/ling-3.0-flash-sante:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.8-max-0902,qwen/qwen3.8-max-0902,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-spark-1.3-contributor,meta/muse-spark-1.3-contributor,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-spark-1.3,meta/muse-spark-1.3,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.8-flash,google/gemini-3.8-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.8-flash:batch,google/gemini-3.8-flash:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-fable-5.1,anthropic/claude-fable-5.1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-fable-5.1:batch,anthropic/claude-fable-5.1:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,inception/mercury-2.5-preview,inception/mercury-2.5-preview,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,ibm-granite/granite-4.2-8b,ibm-granite/granite-4.2-8b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hy4-preview,tencent/hy4-preview,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,inclusionai/ling-3.0-flash-fin,inclusionai/ling-3.0-flash-fin,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,inclusionai/ling-3.0-flash-fin:free,inclusionai/ling-3.0-flash-fin:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,~z-ai/glm-flash-latest,~z-ai/glm-flash-latest,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.8-flash,qwen/qwen3.8-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,z-ai/glm-5.3-flash,z-ai/glm-5.3-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,2098-12-31,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,z-ai/glm-5.3-flash:batch,z-ai/glm-5.3-flash:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-spark-1.2-contributor,meta/muse-spark-1.2-contributor,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-v4-flash-vision-exp,deepseek/deepseek-v4-flash-vision-exp,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hy-mt2-1.8b,tencent/hy-mt2-1.8b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hy-mt2-30b-a3b,tencent/hy-mt2-30b-a3b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,~z-ai/glm-latest,~z-ai/glm-latest,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hy-mt2-7b,tencent/hy-mt2-7b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,z-ai/glm-5.3,z-ai/glm-5.3,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.8-27b,qwen/qwen3.8-27b,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,dots-studio/dots-3-note-preview:free,dots-studio/dots-3-note-preview:free,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,2026-09-30,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.7-flash,google/gemini-3.7-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.7-flash:batch,google/gemini-3.7-flash:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,bytedance-seed/seed-2-1-turbo,bytedance-seed/seed-2-1-turbo,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.8-2.4t-a95b,qwen/qwen3.8-2.4t-a95b,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.8-2.4t-a95b:batch,qwen/qwen3.8-2.4t-a95b:batch,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,bytedance-seed/seed-2.0-code,bytedance-seed/seed-2.0-code,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-v4-pro-0813,deepseek/deepseek-v4-pro-0813,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-v4-pro-0813:batch,deepseek/deepseek-v4-pro-0813:batch,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,x-ai/grok-4.6,x-ai/grok-4.6,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,liquid/lfm-2.5-2.6b:free,liquid/lfm-2.5-2.6b:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,nvidia/nemotron-3.5-lightning,nvidia/nemotron-3.5-lightning,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,nvidia/nemotron-3.5-lightning:free,nvidia/nemotron-3.5-lightning:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,sakana/sakana-namazu,sakana/sakana-namazu,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,upstage/solar-pro4,upstage/solar-pro4,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-glimmer-30b,meta/muse-glimmer-30b,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-glimmer-30b:batch,meta/muse-glimmer-30b:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-spark-1.2,meta/muse-spark-1.2,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,~deepseek/deepseek-v4-flash-latest,~deepseek/deepseek-v4-flash-latest,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-v4-flash-0731,deepseek/deepseek-v4-flash-0731,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,deepseek/deepseek-v4-flash-0731:batch,deepseek/deepseek-v4-flash-0731:batch,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling-small,thinkingmachines/inkling-small,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling-small:batch,thinkingmachines/inkling-small:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling-small:free,thinkingmachines/inkling-small:free,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,qwen/qwen3.7-flash,qwen/qwen3.7-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-opus-5,anthropic/claude-opus-5,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-opus-5:batch,anthropic/claude-opus-5:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,inclusionai/ling-3.0-flash,inclusionai/ling-3.0-flash,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,poolside/laguna-s-2.1,poolside/laguna-s-2.1,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,poolside/laguna-s-2.1:free,poolside/laguna-s-2.1:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.6-flash,google/gemini-3.6-flash,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.6-flash:batch,google/gemini-3.6-flash:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.5-flash-lite,google/gemini-3.5-flash-lite,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.5-flash-lite:batch,google/gemini-3.5-flash-lite:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meituan/longcat-2.0,meituan/longcat-2.0,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling,thinkingmachines/inkling,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling:batch,thinkingmachines/inkling:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,thinkingmachines/inkling:free,thinkingmachines/inkling:free,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openrouter/auto-beta,openrouter/auto-beta,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,moonshotai/kimi-k3,moonshotai/kimi-k3,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,moonshotai/kimi-k3:batch,moonshotai/kimi-k3:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,meta/muse-spark-1.1,meta/muse-spark-1.1,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,kwaipilot/kat-coder-pro-v2.5,kwaipilot/kat-coder-pro-v2.5,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-luna-pro,openai/gpt-5.6-luna-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-luna-pro:batch,openai/gpt-5.6-luna-pro:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-luna,openai/gpt-5.6-luna,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-luna:batch,openai/gpt-5.6-luna:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-terra-pro,openai/gpt-5.6-terra-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-terra-pro:batch,openai/gpt-5.6-terra-pro:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-terra,openai/gpt-5.6-terra,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-terra:batch,openai/gpt-5.6-terra:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-sol-pro,openai/gpt-5.6-sol-pro,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-sol-pro:batch,openai/gpt-5.6-sol-pro:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-sol,openai/gpt-5.6-sol,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,openai/gpt-5.6-sol:batch,openai/gpt-5.6-sol:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,x-ai/grok-4.5,x-ai/grok-4.5,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,~x-ai/grok-latest,~x-ai/grok-latest,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,aion-labs/aion-3.0-mini,aion-labs/aion-3.0-mini,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,aion-labs/aion-3.0,aion-labs/aion-3.0,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,tencent/hy3,tencent/hy3,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,poolside/laguna-xs-2.1,poolside/laguna-xs-2.1,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,poolside/laguna-xs-2.1:free,poolside/laguna-xs-2.1:free,dynamic,main,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-sonnet-5,anthropic/claude-sonnet-5,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,anthropic/claude-sonnet-5:batch,anthropic/claude-sonnet-5:batch,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,google/gemini-3.1-flash-lite-image,google/gemini-3.1-flash-lite-image,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,nex-agi/nex-n2-mini,nex-agi/nex-n2-mini,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,2026-09-08,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
05-openrouter-text,openrouter,sakana/fugu-ultra,sakana/fugu-ultra,dynamic,main|vision,openrouter-chat-completions,,,,,,,,,,,,按官方实时目录枚举，保留角色及 expiration_date；不继承直连渠道的下线和别名规则。,https://openrouter.ai/api/v1/models
