"checked_at","channel","api_model_id","role","protocol","status","parameters","values_or_budget_limits","defaults","operations","constraints","conflicts","notes","official_sources"
"2026-09-22","openrouter","x-ai/grok-4.7","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","prism-ml/ternary-bonsai-2-27b","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""xhigh"",""medium""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","prism-ml/ternary-bonsai-2-27b","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""xhigh"",""medium""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-5.3-flashx","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""max""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","z-ai/glm-5.3-flashx","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""max""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","unbiased/pareto","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","unbiased/pareto","vision","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~deepseek/deepseek-pro-latest","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~deepseek/deepseek-flash-latest","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~deepseek/deepseek-flash-latest","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inference-net/schematron-v2-turbo","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inference-net/schematron-v2-small","main","openrouter-chat-completions","unsupported","","[]","[]","[""text""]","[]","[]","[""Public model entry exposes no reasoning control.""]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-astra-latest","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-astra-latest","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-sol-latest","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-sol-latest","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-terra-latest","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-terra-latest","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-luna-latest","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","~openai/gpt-luna-latest","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","sakana/fugu-ultra-v2","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high""]}]","[{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","sakana/fugu-ultra-v2","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high""]}]","[{""field"":""reasoning.effort"",""default"":""xhigh""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","sakana/fugu-max","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high""]}]","[{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","sakana/fugu-max","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high""]}]","[{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inclusionai/ling-3.0-flash-vl","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inclusionai/ling-3.0-flash-vl","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inclusionai/ling-3.0-flash-vl:free","main","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inclusionai/ling-3.0-flash-vl:free","vision","openrouter-chat-completions","supported","reasoning.enabled","[{""key"":""mode"",""values"":[false,true]}]","[{""field"":""reasoning.enabled"",""default"":true}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","deepseek/deepseek-v4.1-flash","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","deepseek/deepseek-v4.1-flash","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""max"",""high"",""low""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","inception/mercury-2.5","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""low"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":true},{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-mini","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-mini","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-mini:free","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-mini:free","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-pro","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-pro","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-pro:free","main","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","nex-agi/nex-n2.5-pro:free","vision","openrouter-chat-completions","supported","reasoning.enabled | reasoning.effort","[{""key"":""mode"",""values"":[false,true]},{""key"":""effort"",""values"":[""high"",""medium"",""none""]}]","[{""field"":""reasoning.enabled"",""default"":null},{""field"":""reasoning.effort"",""default"":""high""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-6-astra","main","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
"2026-09-22","openrouter","openai/gpt-6-astra","vision","openrouter-chat-completions","supported","reasoning.effort","[{""key"":""effort"",""values"":[""max"",""xhigh"",""high"",""medium"",""low""]}]","[{""field"":""reasoning.effort"",""default"":""medium""}]","[""text""]","[""Conservative product rule: do not combine enabled=false with a non-none effort because gateway precedence is not independently documented; native Anthropic semantics are not copied."",""Refresh public reasoning metadata before using new ID; absent supported_efforts means no effort picker, null means all gateway values."",""max_tokens combines thinking and answer; never silently raise it."",""reasoning.exclude/include_reasoning controls disclosure, not reasoning compute.""]","[]","[]","https://openrouter.ai/api/v1/models | https://openrouter.ai/docs/guides/best-practices/reasoning-tokens"
