API渠道,API ID,研发方,版本性质,地区,角色,协议,输入,输出,官方图数声明,产品图数,生命周期,接入决定,原因,官方来源
百度千帆,qwen3-coder-30b-a3b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""GLM-5.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-coder-480b-a35b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""GLM-5.1""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-8b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-14b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qwen3-30B-A3B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-30b-a3b-instruct-2507,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-30b-a3b-thinking-2507,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-32b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-235b-a22b-instruct-2507,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-235b-a22b-thinking-2507,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-next-80b-a3b-instruct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qwen3-next-80b-a3b-thinking,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-r1-distill-qwen-14b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-r1-distill-qwen-32b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-11"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""DeepSeek-V4-Pro  DeepSeek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,minimax-m2.5,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-06-03"", ""retirementDate"": ""2026-07-02"", ""replacementLabel"": ""Deepseek-V4-Flash""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-v3,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-26"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""DeepSeek-V4-Pro    DeepSeek-V4-Flash   DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-r1-250528,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-26"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""DeepSeek-V4-Pro    DeepSeek-V4-Flash   DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-v3.1-250821,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-26"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""DeepSeek-V4-Pro    DeepSeek-V4-Flash   DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,deepseek-v3.1-think-250821,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-26"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""DeepSeek-V4-Pro    DeepSeek-V4-Flash   DeepSeek-V3.2""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-3.5-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-3.5-8K-0613,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-3.5-8K-0701,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.0-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.0-Turbo-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.0-Turbo-128K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-4.5-0.3b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-8K-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Bot-Turbo,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-image-turbo,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Lite-128K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-lite-pro-128k,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Lite-Pro-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-LiteV-8K-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-speed-pro-128k,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Speed-Pro-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Video-1.0-I2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Video-1.0-T2V,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-x1-turbo-32k,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ernie-x1-turbo-32k-preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-X1-Turbo-Preview,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""ERNIE-4.5-Turbo-128K""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,iRAG-1.0,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-70B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-check-vl,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Coder,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Composition,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Correct,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-EngCard-VL,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-ipcharacter,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Llama-VL-8B,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-MultiPicOCR,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-ocr-fast,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-QI-VL,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-SinglePicOCR,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Sug-8K,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-toytalk,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-vl-1.5-flash,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-vl-70b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,qianfan-vl-8b,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,QualityInspection-VL,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-30"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-21B-A3B【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-21B-A3B-Thinking【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-4.5-VL-28B-A3B【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Character-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Functions-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Lite-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Novel-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Speed-128K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Speed-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-Tiny-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,ERNIE-X1-Turbo-Latest【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Intent-32K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Lite-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Speed-32K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Agent-Speed-8K【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-BLOOMZ-7B-Compressed【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Chinese-Llama-2-13B【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
百度千帆,Qianfan-Chinese-Llama-2-70B【已退役】,,,null,null,,,,,,"{""status"": ""retired"", ""announcedAt"": ""2026-05-28"", ""retirementDate"": ""2026-06-09"", ""replacementLabel"": ""-""}",未上架,官方预置服务退役记录已到退役日期；历史身份保留，不自动改为替代型号。,https://cloud.baidu.com/doc/qianfan/s/zmh4stou3
